 Seconds,Date_Time,CO2ppm,WVppt,RefBP,TC1,TC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1014,62582.49,5.5562,24.9224,102.5375,25.2775,28.5435,2.5037,20,19.85,9,25.35,10.73,7.62,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86544,4.42E-06,8.79E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79E-05,0,0,0,0,0,0,0
1015,62582.49,5.5128,24.9233,102.5411,25.2706,28.5483,2.5061,20.04,19.81,9,25.35,10.73,7.99,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86184,4.43E-06,8.81E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81E-05,0,0,0,0,0,0,0
1016,62582.49,5.4776,24.9249,102.54,25.2712,28.5499,2.5035,19.99,19.82,9,25.35,10.73,7.64,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87386,4.44E-06,8.82E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-05,0,0,0,0,0,0,0
1017,62582.49,5.4604,24.9228,102.5403,25.2795,28.5441,2.5049,20.02,19.91,9,25.35,10.73,7.64,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88597,4.47E-06,8.88E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0,0,0,0,0,0
1018,62582.49,5.4034,24.9245,102.5354,25.281,28.5442,2.5039,20.03,19.85,9,25.35,10.73,7.69,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87975,4.47E-06,8.88E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0,0,0,0,0,0
1019,62582.49,5.3618,24.9207,102.5367,25.2754,28.5503,2.5035,19.98,19.88,9,25.35,10.73,7.68,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87498,4.50E-06,8.94E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94E-05,0,0,0,0,0,0,0
1020,62582.49,5.332,24.9184,102.5385,25.2781,28.5524,2.5033,19.95,19.88,9,25.35,10.73,7.64,102.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87013,4.53E-06,9.00E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-05,0,0,0,0,0,0,0
1021,62582.49,5.303,24.9205,102.5425,25.2769,28.5513,2.5031,20.11,19.97,9,25.35,10.73,7.73,102.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87872,4.54E-06,9.02E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02E-05,0,0,0,0,0,0,0
1022,62582.49,5.2736,24.9191,102.5458,25.2765,28.5482,2.5036,20.08,19.93,9,25.35,10.73,8.42,102.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88624,4.55E-06,9.05E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0
1023,62582.49,5.2163,24.9237,102.5517,25.2768,28.5486,2.5035,19.94,19.81,9,25.35,10.73,7.62,102.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8908,4.54E-06,9.04E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04E-05,0,0,0,0,0,0,0
1024,62582.49,5.1986,24.9259,102.558,25.2739,28.549,2.5042,20.05,19.87,9,25.35,10.73,7.75,102.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89374,4.55E-06,9.04E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04E-05,0,0,0,0,0,0,0
1025,62582.49,5.1706,24.9247,102.553,25.2849,28.5516,2.5035,19.95,19.85,9,25.35,10.73,7.68,102.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90292,4.55E-06,9.06E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06E-05,0,0,0,0,0,0,0
1026,62582.49,5.1351,24.9266,102.5529,25.2898,28.5579,2.5035,19.97,19.85,9,25.35,10.73,7.64,102.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89782,4.58E-06,9.12E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12E-05,0,0,0,0,0,0,0
1027,62582.49,5.1164,24.929,102.5612,25.2939,28.5615,2.5039,20,19.96,9,25.35,10.73,7.69,102.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89367,4.60E-06,9.16E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16E-05,0,0,0,0,0,0,0
1028,62582.49,5.0878,24.9274,102.5608,25.2901,28.56,2.5011,20.02,19.98,9,25.35,10.73,7.8,102.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90236,4.59E-06,9.14E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14E-05,0,0,0,0,0,0,0
1029,62582.49,5.067,24.9232,102.5599,25.2832,28.5612,2.5012,20.05,19.93,9,25.35,10.73,7.75,102.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90212,4.61E-06,9.17E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0
1030,62582.49,5.0412,24.9217,102.5595,25.2896,28.5595,2.5012,20,19.9,9,25.35,10.73,7.71,102.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91261,4.60E-06,9.17E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0
1031,62582.49,5.0229,24.9241,102.5621,25.2876,28.5561,2.5025,20,19.87,9,25.35,10.73,7.68,102.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91367,4.60E-06,9.17E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0
1032,62582.49,5.0099,24.9245,102.558,25.2864,28.5587,2.5026,19.96,19.86,9,25.38,10.73,7.62,102.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9148,4.62E-06,9.20E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20E-05,0,0,0,0,0,0,0
1033,62582.49,4.9959,24.9259,102.555,25.2939,28.5636,2.5034,20,19.93,9,25.38,10.73,7.64,102.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91316,4.61E-06,9.19E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19E-05,0,0,0,0,0,0,0
1034,62582.49,4.9889,24.9236,102.5564,25.2881,28.5676,2.5029,20.01,19.96,9,25.38,10.73,7.62,102.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90935,4.59E-06,9.14E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14E-05,0,0,0,0,0,0,0
1035,62582.49,4.9671,24.9228,102.5531,25.2809,28.5662,2.5034,19.96,19.81,9,25.38,10.73,8.05,102.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9152,4.57E-06,9.10E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0
1036,62582.49,4.965,24.9226,102.5511,25.2813,28.5642,2.503,20.1,20.01,9,25.38,10.73,7.68,102.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9275,4.55E-06,9.07E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07E-05,0,0,0,0,0,0,0
1037,62582.49,4.9597,24.9246,102.5515,25.2857,28.5656,2.5029,20.03,19.95,9,25.38,10.73,8.4,102.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94363,4.53E-06,9.03E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03E-05,0,0,0,0,0,0,0
1038,62582.49,4.9434,24.9243,102.5496,25.2875,28.5698,2.5032,20,19.92,9,25.38,10.73,7.71,102.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94053,4.54E-06,9.05E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-05,0,0,0,0,0,0,0
1039,62582.49,4.9389,24.9235,102.5482,25.2931,28.5694,2.503,20,19.95,9,25.38,10.73,7.85,102.714,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19.94044,4.56E-06,9.10E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0
1040,62582.49,4.9395,24.9267,102.545,25.2886,28.571,2.5031,20.02,19.94,9,25.38,10.73,7.64,102.713,0,0,0,0,1.5,0,0,0,0,0,2.25,0,0,0,0,0,19.93093,4.58E-06,9.12E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12E-05,0,0,0,0,0,0,0
1041,62582.49,4.943,24.9222,102.5466,25.2867,28.5655,2.503,20,19.92,9,25.38,10.73,8.33,102.712,0,0,0,0,0.84,0,0,0,0,0,2.95,0,0,0,0,0,19.91399,4.58E-06,9.11E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11E-05,0,0,0,0,0,0,0
1042,62582.49,4.9248,24.9253,102.5499,25.2907,28.5678,2.5045,20.06,19.92,9,25.39,10.73,7.75,102.712,0,0,0,0,0.47,0,0,0,0,0,1.66,0,0,0,0,0,19.90748,4.56E-06,9.08E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08E-05,0,0,0,0,0,0,0
1043,62582.49,4.923,24.9288,102.5535,25.2835,28.5694,2.5048,20.04,19.9,9,25.39,10.73,8.46,102.711,0,0,0,0,0.27,0,0,0,0,0,0.93,0,0,0,0,0,19.87828,4.58E-06,9.10E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0
1044,62582.49,4.9194,24.9289,102.5522,25.2921,28.5726,2.5051,19.99,19.79,9,25.39,10.73,7.68,102.71,0,0,0,0,0.15,0,0,0,0,0,0.53,0,0,0,0,0,19.85837,4.60E-06,9.13E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-05,0,0,0,0,0,0,0
1045,62582.49,4.9134,24.9267,102.5456,25.2948,28.5762,2.5035,20.09,19.91,9,25.39,10.73,8.05,102.71,0,0,0,0,0.08,0,0,0,0,0,6.3,0,0,0,0,0,19.84005,4.62E-06,9.16E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16E-05,0,0,0,0,0,0,0
1046,62582.49,4.9217,24.9212,102.5403,25.2952,28.5837,2.5037,19.92,19.8,9,25.39,10.73,7.62,102.709,0,0,0,0,0.05,0,0,0,0,0,5.04,0,0,0,0,0,19.82919,4.61E-06,9.14E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14E-05,0,0,0,0,0,0,0
1047,62582.49,4.9211,24.9197,102.5375,25.2934,28.5839,2.503,19.94,19.78,9,25.39,10.73,8.39,102.709,0,0,0,0,0.03,0,0,0,0,0,2.84,0,0,0,0,0,19.82747,4.58E-06,9.09E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09E-05,0,0,0,0,0,0,0
1048,62582.49,4.927,24.9224,102.5401,25.2954,28.576,2.5033,19.99,19.87,9,25.39,10.73,7.68,102.708,0,0,0,0,0.02,0,0,0,0,0,1.6,0,0,0,0,0,19.83067,4.60E-06,9.13E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-05,0,0,0,0,0,0,0
1049,62582.49,4.9102,24.9236,102.5355,25.2964,28.5769,2.5034,19.91,19.79,9,25.39,10.73,8.44,102.707,0,0,0,0,0.01,0,0,0,0,0,2.4,0,0,0,0,0,19.83301,4.64E-06,9.19E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19E-05,0,0,0,0,0,0,0
1050,62582.49,4.9089,24.9245,102.5359,25.2988,28.5796,2.5029,19.95,19.8,9,25.39,10.73,7.64,102.706,0,0,0,0,1.13,0,0,0,0,0,2.47,0,0,0,0,0,19.85181,4.65E-06,9.23E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23E-05,0,0,0,0,0,0,0
1051,62582.49,4.9091,24.9235,102.5383,25.2981,28.5798,2.503,20.01,19.91,9,25.39,10.73,7.82,102.706,0,0,0,0,0.64,0,0,0,0,0,2.89,0,0,0,0,0,19.86564,4.69E-06,9.32E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32E-05,0,0,0,0,0,0,0
1052,62582.49,4.9057,24.9182,102.5385,25.298,28.5849,2.5032,19.99,19.93,9,25.39,10.73,7.83,102.706,0,0,0,0,0.36,0,0,0,0,0,3.13,0,0,0,0,0,19.87261,4.76E-06,9.45E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45E-05,0,0,0,0,0,0,0
1053,62582.49,4.9065,24.9222,102.5376,25.2993,28.593,2.5049,19.99,19.89,9,25.39,10.73,7.85,102.706,0,0,0,0,0.2,0,0,0,0,0,1.32,0,0,0,0,0,19.88901,4.80E-06,9.54E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54E-05,0,0,0,0,0,0,0
1054,62582.49,4.8877,24.9263,102.5385,25.2985,28.5896,2.5045,20.09,19.88,9,25.39,10.73,8.44,102.705,0,0,0,0,0.11,0,0,0,0,0,0.74,0,0,0,0,0,19.89379,4.81E-06,9.56E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-05,0,0,0,0,0,0,0
1055,62582.49,4.8769,24.9251,102.5412,25.2965,28.5877,2.5036,19.96,19.88,9,25.39,10.73,7.62,102.705,0,0,0,0,0.06,0,0,0,0,0,0.56,0,0,0,0,0,19.88243,4.81E-06,9.56E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-05,0,0,0,0,0,0,0
1056,62582.49,4.8872,24.9266,102.5388,25.2985,28.5917,2.5027,20.03,19.94,9,25.39,10.73,8.4,102.705,0,0,0,0,0.04,0,0,0,0,0,0.23,0,0,0,0,0,19.89095,4.82E-06,9.59E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59E-05,0,0,0,0,0,0,0
1057,62582.49,4.8839,24.9229,102.5362,25.3013,28.5831,2.5028,19.98,19.83,9,25.39,10.73,7.64,102.704,0,0,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0,0,19.88921,4.85E-06,9.65E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65E-05,0,0,0,0,0,0,0
1058,62582.49,4.8807,24.926,102.5379,25.2975,28.5887,2.5032,20.03,19.89,9,25.39,10.73,7.99,102.704,0,0,0,0,0.01,0,0,0,0,0,0.07,0,0,0,0,0,19.87812,4.85E-06,9.65E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65E-05,0,0,0,0,0,0,0
1059,62582.49,4.8916,24.9266,102.5417,25.3058,28.5839,2.5033,19.96,19.84,9,25.39,10.73,7.64,102.703,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0,0,19.85555,4.85E-06,9.63E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63E-05,0,0,0,0,0,0,0
1060,62582.49,4.8884,24.923,102.5371,25.2999,28.5874,2.5029,19.95,19.85,9,25.39,10.73,8.46,102.703,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,19.84977,4.85E-06,9.62E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62E-05,0,0,0,0,0,0,0
1061,62582.49,4.8822,24.9289,102.5361,25.2999,28.5913,2.5025,20,19.84,9,25.39,10.73,7.83,102.702,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,19.8426,4.83E-06,9.58E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0,0,0,0,0,0,0
1062,62582.49,4.8746,24.9278,102.5362,25.2949,28.5883,2.5024,20.07,19.95,9,25.39,10.73,7.99,102.702,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,19.84489,4.83E-06,9.58E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0,0,0,0,0,0,0
1063,62582.49,4.8805,24.9246,102.5361,25.2971,28.5871,2.504,19.94,19.83,9,25.39,10.73,7.68,102.701,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,19.85591,4.81E-06,9.55E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-05,0,0,0,0,0,0,0
1064,62582.49,4.8799,24.9242,102.5331,25.2997,28.5933,2.5034,19.95,19.78,9,25.39,10.73,8.44,102.7,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,19.87528,4.80E-06,9.54E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54E-05,0,0,0,0,0,0,0
1065,62582.49,4.8875,24.9289,102.5314,25.3038,28.5936,2.5037,19.89,19.77,9,25.39,10.73,7.68,102.7,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,19.89547,4.81E-06,9.56E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-05,0,0,0,0,0,0,0
1066,62582.49,4.8813,24.925,102.5375,25.3025,28.5955,2.5038,20.04,19.99,9,25.39,10.73,7.62,102.7,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,19.91191,4.81E-06,9.57E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57E-05,0,0,0,0,0,0,0
1067,62582.49,4.89,24.9272,102.5368,25.3027,28.59,2.5034,20.03,19.94,9,25.39,10.73,7.69,102.7,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,19.91511,4.80E-06,9.56E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-05,0,0,0,0,0,0,0
1068,62582.49,4.8892,24.9275,102.5354,25.2973,28.5954,2.5031,20.03,20,9,25.39,10.73,7.73,102.699,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,19.92402,4.80E-06,9.56E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-05,0,0,0,0,0,0,0
1069,62582.49,4.9153,24.9281,102.5353,25.3002,28.5986,2.5031,20.08,19.97,9,25.39,10.73,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,19.92717,4.79E-06,9.54E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54E-05,0,0,0,0,0,0,0
1070,62582.49,4.919,24.9272,102.528,25.3015,28.5985,2.5039,20.06,19.92,9,25.39,10.73,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,19.92986,4.77E-06,9.52E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52E-05,0,0,0,0,0,0,0
1071,62582.49,4.9333,24.9265,102.5299,25.3008,28.5961,2.5037,20.01,19.94,9,25.39,10.73,7.83,102.698,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,19.91112,4.76E-06,9.48E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48E-05,0,0,0,0,0,0,0
1072,62582.49,4.9412,24.9234,102.5339,25.3051,28.5999,2.5032,19.92,19.81,9,25.4,10.73,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,19.89624,4.75E-06,9.44E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44E-05,0,0,0,0,0,0,0
1073,62582.49,4.9586,24.9271,102.5299,25.2991,28.604,2.5035,19.97,19.85,9,25.4,10.73,8.05,102.697,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,19.86226,4.76E-06,9.45E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45E-05,0,0,0,0,0,0,0
1074,62582.49,4.9619,24.9252,102.5326,25.2999,28.5916,2.5031,20.04,19.91,9,25.4,10.73,7.62,102.697,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,19.858,4.75E-06,9.44E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44E-05,0,0,0,0,0,0,0
1075,62582.49,4.9634,24.9265,102.5322,25.3039,28.5909,2.5044,19.94,19.82,9,25.4,10.73,7.71,102.697,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,19.85625,4.73E-06,9.40E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0,0,0,0,0,0,0
1076,62582.49,4.9663,24.9263,102.53,25.2994,28.5888,2.5035,19.93,19.78,9,25.4,10.73,7.64,102.696,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,19.86675,4.74E-06,9.41E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41E-05,0,0,0,0,0,0,0
1077,62582.49,4.9758,24.9274,102.5272,25.3048,28.5896,2.503,19.96,19.86,9,25.4,10.73,7.73,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88419,4.73E-06,9.41E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41E-05,0,0,0,0,0,0,0
1078,62582.49,4.9946,24.9279,102.5332,25.3019,28.6009,2.5039,20.08,19.98,9,25.4,10.73,7.83,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88149,4.72E-06,9.38E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-05,0,0,0,0,0,0,0
1079,62582.49,4.9984,24.927,102.5346,25.2964,28.6044,2.5035,20.01,19.86,9,25.4,10.73,7.69,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89527,4.71E-06,9.36E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36E-05,0,0,0,0,0,0,0
1080,62582.49,4.9989,24.9219,102.5363,25.3026,28.596,2.5032,20.07,19.97,9,25.4,10.73,7.64,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88347,4.72E-06,9.38E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-05,0,0,0,0,0,0,0
1081,62582.49,5.0084,24.9232,102.5372,25.3045,28.5973,2.5026,20.05,19.91,9,25.4,10.73,7.68,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87017,4.73E-06,9.40E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0,0,0,0,0,0,0
1082,62582.49,4.9991,24.9217,102.5321,25.3049,28.6025,2.5027,20,19.87,9,25.4,10.73,7.75,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86119,4.73E-06,9.40E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0,0,0,0,0,0,0
1083,62582.49,4.9995,24.9226,102.5386,25.3042,28.613,2.5032,20.01,19.83,9,25.4,10.73,7.73,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8527,4.71E-06,9.36E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36E-05,0,0,0,0,0,0,0
1084,62582.49,5.0071,24.9242,102.5358,25.3067,28.611,2.503,19.95,19.73,9,25.4,10.73,7.68,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84632,4.69E-06,9.31E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31E-05,0,0,0,0,0,0,0
1085,62582.49,5.0052,24.9217,102.5407,25.2972,28.6122,2.5033,20.07,19.88,9,25.4,10.73,7.71,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8344,4.70E-06,9.33E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33E-05,0,0,0,0,0,0,0
1086,62582.49,5.0154,24.923,102.5448,25.3046,28.6148,2.5037,19.94,19.75,9,25.4,10.73,7.75,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.83134,4.71E-06,9.34E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34E-05,0,0,0,0,0,0,0
