 Seconds,Date_Time,CO2ppm,WVppt,RefBP,TC1,TC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
3587,62582.52,2.6802,24.922,102.5255,25.2781,29.7376,2.5042,20.01,17.54,13,25.45,11,7.59,102.685,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54488,5.69E-07,9.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98E-06,0,0,0
3588,62582.52,2.5986,24.9254,102.5236,25.2761,29.7408,2.5035,20.07,17.61,13,25.45,11,7.5,102.685,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52839,5.23E-07,9.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16E-06,0,0,0
3589,62582.52,2.4794,24.9225,102.5231,25.2755,29.7435,2.5031,20.07,17.55,13,25.45,11,7.5,102.685,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51687,5.04E-07,8.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-06,0,0,0
3590,62582.52,2.401,24.924,102.5222,25.2718,29.7444,2.5037,20.03,17.58,13,25.45,11,8.31,102.686,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52672,5.20E-07,9.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11E-06,0,0,0
3591,62582.52,2.3125,24.9283,102.5222,25.2709,29.7416,2.5031,19.95,17.48,13,25.45,11,7.48,102.689,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5482,4.61E-07,8.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08E-06,0,0,0
3592,62582.52,2.228,24.9281,102.5262,25.2671,29.7434,2.5019,19.92,17.41,13,25.45,11,8.27,102.691,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55225,4.15E-07,7.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-06,0,0,0
3593,62582.52,2.1447,24.9262,102.5296,25.267,29.7413,2.5019,20.11,17.58,13,25.45,11,7.59,102.692,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54815,4.25E-07,7.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-06,0,0,0
3594,62582.52,2.0554,24.9239,102.5278,25.2694,29.7396,2.5042,19.98,17.55,13,25.45,11,7.84,102.692,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54059,3.94E-07,6.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91E-06,0,0,0
3595,62582.52,1.9803,24.9283,102.5247,25.2731,29.7387,2.5028,20.04,17.6,13,25.45,11,7.5,102.692,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53214,3.75E-07,6.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57E-06,0,0,0
3596,62582.52,1.8935,24.9258,102.5261,25.2807,29.7432,2.5025,20.06,17.64,13,25.45,11,8.35,102.691,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54643,3.83E-07,6.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73E-06,0,0,0
3597,62582.52,1.8293,24.9242,102.524,25.277,29.7409,2.5027,19.94,17.5,13,25.45,11,7.5,102.69,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54381,3.95E-07,6.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93E-06,0,0,0
3598,62582.52,1.7429,24.923,102.5208,25.2695,29.748,2.5028,20.02,17.52,13,25.45,11,7.96,102.689,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53832,4.02E-07,7.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-06,0,0,0
3599,62582.52,1.6496,24.9257,102.5238,25.2731,29.7455,2.5031,19.96,17.44,13,25.45,11,7.52,102.689,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52917,4.00E-07,7.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01E-06,0,0,0
3600,62582.52,1.5869,24.9228,102.5224,25.272,29.743,2.5046,20.04,17.54,13,25.45,11,8.3,102.692,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5036,4.36E-07,7.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63E-06,0,0,0
3601,62582.52,1.5214,24.9231,102.5256,25.2718,29.7357,2.5036,19.96,17.51,13,25.45,11,8.33,102.695,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49739,4.56E-07,7.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97E-06,0,0,0
3602,62582.52,1.4522,24.9234,102.5243,25.2701,29.7358,2.5031,20.02,17.55,13,25.45,11,7.5,102.695,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48098,4.47E-07,7.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,0,0,0
3603,62582.52,1.4038,24.9238,102.5237,25.2727,29.7389,2.5025,19.94,17.38,13,25.45,11,7.52,102.694,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46599,4.86E-07,8.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49E-06,0,0,0
3604,62582.52,1.3342,24.9232,102.5265,25.2715,29.7361,2.5031,20.02,17.45,13,25.45,11,7.59,102.693,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46039,5.31E-07,9.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26E-06,0,0,0
3605,62582.52,1.2771,24.9228,102.527,25.2734,29.7367,2.5033,20.04,17.52,13,25.45,11,7.64,102.692,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44574,5.55E-07,9.68E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-06,0,0,0
3606,62582.52,1.2165,24.921,102.5254,25.2774,29.7362,2.5033,19.94,17.45,13,25.45,11,7.5,102.691,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43945,5.82E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0
3607,62582.52,1.1598,24.9222,102.521,25.279,29.7391,2.5034,20,17.46,13,25.45,11,8.34,102.69,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44213,5.85E-07,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-05,0,0,0
3608,62582.52,1.1119,24.919,102.5216,25.2732,29.7394,2.5039,19.92,17.37,13,25.45,11,7.5,102.689,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45049,5.71E-07,9.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97E-06,0,0,0
3609,62582.52,1.0468,24.924,102.5246,25.2751,29.7384,2.5031,19.95,17.41,13,25.45,11,7.5,102.688,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47177,5.70E-07,9.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96E-06,0,0,0
3610,62582.52,0.9985,24.9259,102.5227,25.277,29.7352,2.5028,20.01,17.47,13,25.45,11,7.5,102.688,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49737,5.90E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0,0,0
3611,62582.52,0.9658,24.9233,102.5201,25.2758,29.7381,2.5016,20,17.52,13,25.45,11,8.33,102.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49998,6.14E-07,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0
3612,62582.52,0.9177,24.9213,102.5185,25.2732,29.7374,2.5026,20.01,17.58,13,25.45,11,7.5,102.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51514,5.93E-07,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,0
3613,62582.52,0.8678,24.9186,102.5208,25.2728,29.7409,2.5033,20.07,17.62,13,25.45,11,8.34,102.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52739,5.68E-07,9.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95E-06,0,0,0
3614,62582.52,0.8455,24.9202,102.5209,25.2669,29.7385,2.5047,19.94,17.5,13,25.45,11,7.5,102.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53086,5.68E-07,9.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96E-06,0,0,0
3615,62582.52,0.8,24.9221,102.5225,25.2691,29.7388,2.5047,20.03,17.58,13,25.45,11,7.96,102.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54458,5.48E-07,9.61E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61E-06,0,0,0
3616,62582.52,0.7586,24.9216,102.5229,25.2708,29.7387,2.5038,19.97,17.47,13,25.45,11,7.52,102.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5335,5.38E-07,9.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44E-06,0,0,0
3617,62582.52,0.7386,24.9235,102.5234,25.2683,29.741,2.5035,19.99,17.49,13,25.45,11,7.5,102.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52973,5.53E-07,9.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69E-06,0,0,0
3618,62582.52,0.7188,24.926,102.5227,25.2676,29.7403,2.5039,20.02,17.55,13,25.45,11,7.5,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52338,5.70E-07,9.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0,0,0
3619,62582.52,0.693,24.925,102.5282,25.2783,29.7416,2.5041,19.94,17.45,13,25.45,11,7.59,102.696,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51533,5.78E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0
3620,62582.52,0.6657,24.9258,102.5336,25.2777,29.741,2.5027,20.06,17.54,13,25.45,11,8.13,102.698,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51634,5.56E-07,9.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74E-06,0,0,0
3621,62582.52,0.6565,24.9246,102.5379,25.2709,29.7446,2.5039,20.08,17.59,13,25.45,11,7.5,102.698,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53023,5.45E-07,9.55E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-06,0,0,0
3622,62582.52,0.6437,24.9215,102.538,25.2695,29.7364,2.5029,19.97,17.49,13,25.45,11,7.66,102.699,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52826,5.79E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0
3623,62582.52,0.6226,24.9248,102.5328,25.2664,29.7394,2.5034,20.07,17.6,13,25.45,11,7.46,102.699,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54574,6.03E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0
3624,62582.52,0.6147,24.922,102.5399,25.2682,29.7359,2.5046,19.96,17.5,13,25.45,11,7.46,102.7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54461,6.10E-07,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0
3625,62582.52,0.6088,24.9214,102.5375,25.275,29.7384,2.5044,19.91,17.51,13,25.45,11,7.46,102.7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53371,6.01E-07,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0,0,0
3626,62582.52,0.5944,24.922,102.5376,25.2798,29.7372,2.5046,20,17.55,13,25.45,11,8.09,102.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52987,5.66E-07,9.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-06,0,0,0
3627,62582.52,0.5846,24.9218,102.5374,25.2746,29.7407,2.5042,20.05,17.54,13,25.45,11,7.46,102.7,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5035,5.55E-07,9.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72E-06,0,0,0
3628,62582.52,0.5558,24.9205,102.5325,25.2799,29.7479,2.5041,19.96,17.49,13,25.45,11,8.31,102.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48724,5.63E-07,9.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-06,0,0,0
3629,62582.52,0.5565,24.9194,102.5282,25.2741,29.7438,2.5047,20,17.54,13,25.45,11,7.46,102.7,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4881,5.84E-07,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-05,0,0,0
3630,62582.52,0.5548,24.9227,102.5275,25.2767,29.7406,2.5034,19.93,17.41,13,25.45,11,7.52,102.7,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47407,5.99E-07,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0,0,0
3631,62582.52,0.5438,24.9234,102.5313,25.2713,29.7369,2.5018,19.95,17.42,13,25.45,11,7.5,102.699,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47225,5.85E-07,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-05,0,0,0
3632,62582.52,0.5395,24.9239,102.5345,25.2714,29.7401,2.5039,19.99,17.47,13,25.45,11,7.59,102.7,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45956,5.76E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0
3633,62582.52,0.5237,24.9265,102.5384,25.2734,29.7356,2.5035,19.94,17.43,13,25.45,11,7.64,102.701,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46224,5.70E-07,9.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96E-06,0,0,0
3634,62582.52,0.5026,24.9253,102.5361,25.2743,29.7339,2.5031,20.01,17.53,13,25.45,11,7.5,102.701,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46624,5.65E-07,9.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87E-06,0,0,0
3635,62582.52,0.5026,24.9248,102.5355,25.2747,29.7359,2.5036,20,17.53,13,25.45,11,7.71,102.701,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47997,5.90E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0,0,0
3636,62582.52,0.4946,24.9238,102.5345,25.2722,29.7438,2.5033,19.99,17.44,13,25.45,11,7.5,102.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49387,6.10E-07,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0
3637,62582.52,0.493,24.9241,102.5358,25.2669,29.7457,2.5037,20.01,17.49,13,25.45,11,8.3,102.699,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52987,6.06E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0
3638,62582.52,0.493,24.9233,102.5348,25.2763,29.7484,2.504,20.06,17.52,13,25.45,11,7.5,102.698,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54266,5.87E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0,0,0
3639,62582.52,0.4864,24.9242,102.5337,25.2709,29.7363,2.5029,20.09,17.61,13,25.45,11,8.31,102.697,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56393,5.29E-07,9.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29E-06,0,0,0
3640,62582.52,0.4835,24.9211,102.5301,25.2679,29.7445,2.5035,19.98,17.52,13,25.45,11,7.54,102.695,0.2,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,17.56766,5.11E-07,8.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98E-06,0,0,0
3641,62582.52,0.471,24.9195,102.5265,25.2663,29.7424,2.5023,20.05,17.61,13,25.45,11,7.5,102.693,0.11,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,17.55427,5.54E-07,9.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E-06,0,0,0
3642,62582.52,0.4767,24.9223,102.5238,25.2666,29.7447,2.5027,20,17.6,13,25.45,11,7.52,102.69,0.06,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,17.55458,6.09E-07,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0
3643,62582.52,0.4736,24.9259,102.5222,25.2624,29.7486,2.5033,20.04,17.62,13,25.45,11,7.5,102.688,0.04,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,17.55066,6.85E-07,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0
3644,62582.52,0.4721,24.9243,102.5213,25.2636,29.7432,2.5034,19.96,17.48,13,25.45,11,7.5,102.686,0.02,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,17.53409,7.48E-07,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0
3645,62582.52,0.4551,24.9227,102.5188,25.2712,29.7441,2.5034,20.06,17.55,13,25.45,11,8.3,102.685,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,17.52901,8.03E-07,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,0,0,0
3646,62582.52,0.4486,24.9227,102.5202,25.2661,29.7405,2.5033,19.94,17.37,13,25.45,11,7.96,102.684,0.01,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,17.50798,8.74E-07,1.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,0,0
3647,62582.52,0.4443,24.9235,102.5192,25.2676,29.7394,2.5036,19.96,17.48,13,25.45,11,8.3,102.683,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,17.50936,9.33E-07,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,0
3648,62582.52,0.4554,24.9236,102.5142,25.2672,29.7384,2.5044,20.05,17.56,13,25.45,11,7.5,102.682,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,17.50388,9.68E-07,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0
3649,62582.52,0.4576,24.9202,102.5153,25.2648,29.74,2.5052,19.95,17.5,13,25.45,11,7.54,102.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49306,9.89E-07,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0
3650,62582.52,0.4599,24.9238,102.5188,25.2653,29.7445,2.5032,19.98,17.54,13,25.45,11,7.54,102.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49793,9.87E-07,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0
3651,62582.52,0.4541,24.9215,102.5105,25.2714,29.7361,2.5029,19.99,17.56,13,25.45,11,7.5,102.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50767,9.75E-07,1.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-05,0,0,0
3652,62582.52,0.4341,24.924,102.5116,25.2725,29.7432,2.5031,19.9,17.43,13,25.45,11,8.34,102.68,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51421,9.29E-07,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,0
3653,62582.52,0.435,24.9249,102.5166,25.2728,29.7426,2.5039,20.11,17.58,13,25.45,11,7.54,102.68,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51865,8.52E-07,1.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0,0,0
3654,62582.52,0.4389,24.9228,102.5174,25.272,29.7459,2.5031,20.02,17.47,13,25.45,11,7.5,102.68,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51437,8.28E-07,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-05,0,0,0
3655,62582.52,0.4423,24.9234,102.5135,25.278,29.7386,2.5034,19.91,17.42,13,25.45,11,7.5,102.68,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49856,8.47E-07,1.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48E-05,0,0,0
3656,62582.52,0.439,24.9232,102.5161,25.2754,29.7419,2.5041,20.09,17.58,13,25.45,11,8.34,102.681,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48579,8.32E-07,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-05,0,0,0
3657,62582.52,0.4475,24.9215,102.5172,25.2715,29.7376,2.5038,19.98,17.49,13,25.45,11,7.5,102.682,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47741,8.38E-07,1.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,0,0
3658,62582.52,0.4311,24.9194,102.5194,25.271,29.7396,2.5037,20.07,17.53,13,25.45,11,8.21,102.682,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48849,8.70E-07,1.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,0
3659,62582.52,0.4385,24.9189,102.5174,25.2772,29.7435,2.5044,19.97,17.44,13,25.45,11,7.63,102.682,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50048,8.68E-07,1.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,0
